Date,PriceUSD
2022-07-08,1745.5775493004
2022-07-09,1738.39863918771
2022-07-10,1741.67941477153
2022-07-11,1733.10868798085
2022-07-12,1724.44214351838
2022-07-13,1734.73109881928
2022-07-14,1712.76461114664
2022-07-15,1704.56281688133
2022-07-16,1698.72141854879
2022-07-17,1705.6109973283
2022-07-18,1707.25062676199
2022-07-19,1705.22661676424
2022-07-20,1697.45633127087
2022-07-21,1715.27980051036
2022-07-22,1727.55367039506
2022-07-23,1726.14156449461
2022-07-24,1725.92435913264
2022-07-25,1717.03312995075
2022-07-26,1714.73389662714
2022-07-27,1735.14338683897
2022-07-28,1749.64046579418
2022-07-29,1767.98140508335
2022-07-30,1764.95669272269
2022-07-31,1763.4505342998
2022-08-01,1771.683161305
2022-08-02,1754.42114589879
2022-08-03,1759.38846778108
2022-08-04,1788.40619366904
2022-08-05,1772.703133927
2022-08-06,1770.39037986072
2022-08-07,1768.2196478405
2022-08-08,1782.25067562187
2022-08-09,1790.98956463026
2022-08-10,1786.73233607651
2022-08-11,1779.73479253657
2022-08-12,1796.05389866896
2022-08-13,1793.53073795157
2022-08-14,1792.09465104561
2022-08-15,1774.23560684757
2022-08-16,1771.42816417404
2022-08-17,1757.60456611853
2022-08-18,1751.90765373422
2022-08-19,1738.68425923852
2022-08-20,1738.67697552237
2022-08-21,1740.93106353727
2022-08-22,1728.93774170446
2022-08-23,1745.56895706233
2022-08-24,1745.47336275318
2022-08-25,1752.24333152424
2022-08-26,1727.82757562855
2022-08-27,1731.31464135328
2022-08-28,1725.74200661263
2022-08-29,1729.30532522853
2022-08-30,1715.40584463566
2022-08-31,1704.84317212947
2022-09-01,1690.5143895755
2022-09-02,1704.18724312854
2022-09-03,1704.02118978749
2022-09-04,1706.24180211104
2022-09-05,1705.92064949878
2022-09-06,1693.73560571582
2022-09-07,1709.30742936489
2022-09-08,1704.31334329546
2022-09-09,1709.87738019271
2022-09-10,1714.32015575337
2022-09-11,1714.13993599184
2022-09-12,1718.44351535121
2022-09-13,1695.51630115677
2022-09-14,1690.25776928509
2022-09-15,1653.20636607909
2022-09-16,1666.58742657816
2022-09-17,1666.49590767949
2022-09-18,1670.12129236107
2022-09-19,1667.73392748998
2022-09-20,1657.27738066707
2022-09-21,1661.19499787946
2022-09-22,1663.96853793729
2022-09-23,1636.06276704146
2022-09-24,1635.79430105538
2022-09-25,1635.62591772582
2022-09-26,1617.90869139438
2022-09-27,1622.63240694833
2022-09-28,1648.60726004216
2022-09-29,1655.80999815378
2022-09-30,1655.55961533665
2022-10-01,1655.05979667804
2022-10-02,1657.40823621021
2022-10-03,1694.76318660908
2022-10-04,1717.23406498108
2022-10-05,1710.7761299567
2022-10-06,1703.12765930302
2022-10-07,1691.2415821339
2022-10-08,1690.88149286226
2022-10-09,1689.92607962893
2022-10-10,1662.48222386435
2022-10-11,1659.48338935053
2022-10-12,1664.39018018659
2022-10-13,1657.75079255583
2022-10-14,1636.29838589909
2022-10-15,1638.38090942635
2022-10-16,1640.14279803796
2022-10-17,1646.83838849083
2022-10-18,1648.33144297784
2022-10-19,1621.38531947195
2022-10-20,1617.25057537215
2022-10-21,1650.47866762055
2022-10-22,1653.00993144847
2022-10-23,1656.76155248654
2022-10-24,1643.3549440675
2022-10-25,1646.28559148859
2022-10-26,1658.60264564213
2022-10-27,1652.77676906372
2022-10-28,1638.60090697337
2022-10-29,1638.24322417704
2022-10-30,1638.18328310373
2022-10-31,1627.33007861595
2022-11-01,1640.05177483113
2022-11-02,1628.34401999542
2022-11-03,1625.64761036421
2022-11-04,1672.36468380469
2022-11-05,1672.37071387985
2022-11-06,1665.4747267031
2022-11-07,1664.43672166142
2022-11-08,1695.66540778936
2022-11-09,1690.65099396553
